駝背,160,52,20.3125,234.6,285.61,137.07,364.91,583.81,596.48,153.77,162.31,135.49
駝背,160,52,20.3125,233.66,284.77,136.95,363.51,581.69,595.83,153.77,162,135.26
駝背,160,52,20.3125,232.6,284.07,136.71,362.45,580.08,595.01,153.54,161.38,134.9
駝背,160,52,20.3125,231.9,283.97,136.58,361.85,579.11,593.83,153.32,160.74,134.67
駝背,160,52,20.3125,231.09,283.58,136.36,361.56,578.35,593.57,153.21,160.56,134.73
駝背,160,52,20.3125,230.22,282.43,136.02,361.59,577.89,594.49,152.89,160.64,134.77
駝背,160,52,20.3125,229.69,281.7,136,361.69,577.32,595.54,152.59,160.45,134.53
駝背,160,52,20.3125,229.81,281.86,136.28,361.29,576.4,596.09,151.71,159.9,134.28
駝背,160,52,20.3125,229.41,281.31,136.09,361.4,576.17,597.32,152.04,160.07,134.07
駝背,160,52,20.3125,228.24,279.6,135.37,361.97,575.22,597.75,153.31,160.88,134.25
駝背,160,52,20.3125,227.71,278.93,135.04,361.52,574.4,596.74,153.86,161.2,134.35
駝背,160,52,20.3125,228.55,280.14,135.56,360.13,573.64,595.35,152.49,160.18,134.17
駝背,160,52,20.3125,229.83,281.53,136.35,358.05,572.34,594.2,150.48,157.86,133.34
駝背,160,52,20.3125,230.01,280.99,136.36,354.79,571.13,593.22,148.95,155.69,132.08
駝背,160,52,20.3125,227.68,276.45,134.98,352.39,570.18,592.3,150.48,155.52,131.25
駝背,160,52,20.3125,225.57,271.02,133.65,352.68,571.73,592.59,155.57,159.08,131.78
駝背,160,52,20.3125,227.32,271.74,133.78,354.9,576.21,596.9,158.4,163.41,133.47
駝背,160,52,20.3125,234.94,281.25,135.89,362.18,584.55,608.89,155.58,165.92,136.43
駝背,160,52,20.3125,246.58,292.67,138.92,371.4,591.06,619.23,150.67,164.36,137.28
駝背,160,52,20.3125,255.84,299.12,141.21,372.86,588.35,617.1,144.4,158.14,134.54
駝背,160,52,20.3125,253.49,295.63,141.2,364.12,577.9,604.19,139.78,151.76,131.03
駝背,160,52,20.3125,246.77,289.64,139.65,354.58,571.9,598.51,138.97,151.98,130.18
駝背,160,52,20.3125,237.51,283.59,137.36,351.09,574.02,604.6,143.07,159.71,132.42
駝背,160,52,20.3125,234.54,282.09,136.42,351.72,580.68,614.55,146.96,168.37,135.9
駝背,160,52,20.3125,237.5,284.94,136.74,351.72,583.89,620.09,146.8,171.3,137.87
駝背,160,52,20.3125,237.52,284.63,136.5,350.78,583.4,622.96,146.06,171.32,138.35
駝背,160,52,20.3125,229.94,278.27,134.82,348.84,580.29,621.34,149.19,171.7,138.11
駝背,160,52,20.3125,228.32,276.25,134.56,347.61,577.87,618.02,148.25,168.93,136.86
駝背,160,52,20.3125,230.69,278.3,135.46,344.59,575.95,614.34,143.68,164.14,134.95
駝背,160,52,20.3125,229.74,277.86,135.31,345.2,576.48,613.2,144.46,163.44,134.1
駝背,160,52,20.3125,228.96,278.1,135.33,347.27,576.93,610.82,146,163.18,133.1
駝背,160,52,20.3125,232.01,281.34,136.25,348.54,576.6,609.14,145.11,161.46,131.92
駝背,160,52,20.3125,231.75,280.96,136.1,347.67,576.51,609.43,145.99,162.77,132.25
駝背,160,52,20.3125,225,274.88,134.16,346.48,576.09,610.61,150.63,166.36,133.12
駝背,160,52,20.3125,224.23,273.48,133.63,347.42,577.61,612.28,152.24,168.09,133.61
駝背,160,52,20.3125,224.3,275.12,134.16,346.65,578.77,612.48,151.35,167.62,133.57
駝背,160,52,20.3125,224.56,276.56,134.59,345.88,579.85,612.61,150.7,167.33,133.68
駝背,160,52,20.3125,224.64,277.24,134.86,346.47,580.36,612.29,150.25,167.09,133.96
駝背,160,52,20.3125,223.99,276.69,134.85,345.75,579.93,611.66,149.55,166.71,133.77
駝背,160,52,20.3125,223.29,275.81,134.56,344.65,579.48,611.53,149.09,166.28,133.59
駝背,160,52,20.3125,223.16,275.76,134.48,343.85,579.5,612.15,148.56,165.94,133.63
駝背,160,52,20.3125,223.64,276.72,134.75,344.32,580.57,612.62,147.95,165.74,133.64
駝背,160,52,20.3125,223.63,276.95,134.99,344.3,580.96,612.16,147.48,165.37,133.36
駝背,160,52,20.3125,223.2,276.71,135.06,343.42,580.35,612.38,147.29,165.28,133.27
駝背,160,52,20.3125,223.14,276.74,134.96,342.11,579.57,613.18,147.28,165.22,133.33
駝背,160,52,20.3125,222.8,276.57,134.9,340.48,578.64,613.69,147.46,165.17,133.41
駝背,160,52,20.3125,222.33,276.14,134.85,339.2,577.69,612.82,147.53,164.85,133.49
駝背,160,52,20.3125,222.25,276.29,134.96,338.85,576.74,613.14,147.05,164.63,133.65
駝背,160,52,20.3125,221.32,274.25,134.67,337.84,575.15,614.49,146.61,163.98,133.7
駝背,160,52,20.3125,220.03,270.24,133.85,336.09,572.06,611.29,145.4,161.83,132.93
駝背,160,52,20.3125,218.81,266.44,133.28,333.3,568.54,602.89,144.1,158.07,131.04
駝背,160,52,20.3125,218.12,264.42,134.34,329.55,554.9,591.41,142.57,151.09,128.61
駝背,160,52,20.3125,223.09,266.57,143.21,325.33,517.39,566.9,139,138.43,122.36
駝背,160,52,20.3125,232.63,274.78,155.3,322.63,490.31,541.15,135.84,128.74,115.59
駝背,160,52,20.3125,237.82,281.81,156.06,323.23,506.95,534.41,136.17,130.78,113.87
駝背,160,52,20.3125,235.01,282.16,145.79,327.6,540.31,545.23,138.89,139.07,117.29
駝背,160,52,20.3125,233.2,282.44,143.91,329.83,554.32,550.46,140.69,144.41,119.97
駝背,160,52,20.3125,232.5,283.37,142.93,330.91,563.15,559.72,141.42,147.75,121.67
駝背,160,52,20.3125,231.74,284.55,141.26,330.73,576.64,576.4,141.91,152.67,123.74
駝背,160,52,20.3125,229.94,284.01,140.02,330.45,578.83,586.14,142.29,155.43,125.61
駝背,160,52,20.3125,229.53,283.4,139.54,330.81,576.51,586.27,142.14,155.85,126.99
駝背,160,52,20.3125,229.08,282.58,139.3,331.06,575.71,587.82,141.22,156.95,129.05
駝背,160,52,20.3125,230.96,282.72,139.39,334.21,574.95,589.08,139.57,158.56,132.31
駝背,160,52,20.3125,236.74,285.93,139.92,338.96,575.76,591.45,137.94,158.53,134.24
駝背,160,52,20.3125,236.32,283.36,139.03,339.68,574.26,591.54,140.39,161.49,135.83
駝背,160,52,20.3125,230.36,275.01,136.63,340.27,571.84,587.24,144.94,165.11,137.37
駝背,160,52,20.3125,222.91,267.72,134.78,338.36,567.63,579.77,146.32,164.77,137.54
駝背,160,52,20.3125,226.89,272.3,135.97,335.08,566.39,575.52,141.08,157.53,134.07
駝背,160,52,20.3125,247.23,288.93,140.13,343.64,570.57,579.86,136.67,153.01,131.86
駝背,160,52,20.3125,267.08,305.34,143.89,354.77,576.79,587.66,134.27,151.98,131.53
駝背,160,52,20.3125,260.81,303.15,142.95,354.59,578.54,593.04,137.23,156.84,133.88
駝背,160,52,20.3125,241.2,287.11,138.66,345.6,575.44,590.9,142.71,163.29,136.69
駝背,160,52,20.3125,225.8,271.45,134.77,338.35,569.21,583.49,146.71,164.92,137.24
駝背,160,52,20.3125,221.86,264.75,133.68,333.27,559.85,574.69,146.06,159.43,134.18
駝背,160,52,20.3125,225.14,266.78,134.71,329.01,553.65,568.93,141.66,152.88,131.23
駝背,160,52,20.3125,243.62,281.53,138.72,336.68,558.39,569.34,135.61,148.71,129.31
駝背,160,52,20.3125,265.5,300.7,143.25,352.52,570.12,575.63,132.15,147.93,128.75
駝背,160,52,20.3125,273.42,310.2,145.19,360.23,576.02,582.21,132.22,148.92,129.11
駝背,160,52,20.3125,266.39,306.43,144.14,354.87,574.92,584.19,133.55,150.65,129.96
駝背,160,52,20.3125,254.7,298.11,141.61,346.45,573.79,583.75,135.59,153.06,131.21
駝背,160,52,20.3125,241.72,290.08,139.29,340.71,573.84,583.91,138.65,157.07,133.02
駝背,160,52,20.3125,231.92,284.45,137.5,338.41,574.4,585.93,141.82,161.03,134.65
駝背,160,52,20.3125,227.98,281.84,136.79,338.59,574.28,588.4,143.76,163.59,135.78
駝背,160,52,20.3125,229.73,283,136.95,339.75,574.15,591.36,142.7,163.61,136.26
駝背,160,52,20.3125,232.23,284.62,137.23,338.87,574.27,592.64,140.64,162.46,136.12
駝背,160,52,20.3125,232.34,284.44,137.41,336.9,573.56,591.2,139.57,161.41,135.78
駝背,160,52,20.3125,230.77,282.81,137.19,335.23,572.69,588.79,139.43,160.82,135.57
駝背,160,52,20.3125,229.85,282.26,137,334.68,572.53,588.23,139.23,160.39,135.43
駝背,160,52,20.3125,229.13,282.12,137.04,334.16,572.35,589.12,139.22,160.35,135.32
駝背,160,52,20.3125,228.52,281.72,136.98,332.79,571.39,588.64,139.3,160.39,135.27
駝背,160,52,20.3125,228.14,281.54,136.81,331.05,570.53,587.43,139.41,160.28,135.54
駝背,160,52,20.3125,227.68,281.5,136.99,330.02,570.09,587.38,139.38,160.26,135.56
駝背,160,52,20.3125,226.99,281.34,136.95,330.11,570.03,587.22,139.38,160.18,135.49
駝背,160,52,20.3125,226.41,280.76,136.57,329.74,569.66,586.38,139.18,160.19,135.37
駝背,160,52,20.3125,226.03,280.64,136.52,330.05,569.79,586.53,138.85,160.11,135.5
駝背,160,52,20.3125,226.78,281.15,136.62,330.84,570.11,587.88,138.52,159.66,135.4
駝背,160,52,20.3125,227.6,281.56,137.09,330.94,569.98,589.02,138.06,159.11,135.3
